@relation migracion_v3_clustered

@attribute Instance_number numeric
@attribute zona {1,2,9}
@attribute instruccion {0,1,2,3,4,5,6,7,8,9,99}
@attribute trabajo {1,2,9}
@attribute region {1,2,3,4,5,6,9}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5}

@data
9137,2,1,2,4,cluster2
9138,2,2,1,4,cluster2
9139,2,1,2,4,cluster2
9140,2,2,1,4,cluster2
9141,2,4,1,4,cluster5
9142,2,3,1,4,cluster2
9143,2,1,2,4,cluster2
9144,2,2,1,4,cluster2
9145,2,2,2,4,cluster2
9146,2,2,2,4,cluster2
9147,2,1,2,4,cluster2
9148,2,2,1,4,cluster2
9149,2,2,1,4,cluster2
9150,2,4,2,4,cluster5
9151,2,2,2,4,cluster2
9152,2,2,2,4,cluster2
9153,2,2,1,4,cluster2
9154,2,1,1,4,cluster2
9155,2,2,1,4,cluster2
9156,2,3,2,4,cluster2
9157,2,1,2,4,cluster2
9158,2,1,2,4,cluster2
9159,2,1,9,4,cluster2
9160,2,2,2,4,cluster2
9161,2,3,1,4,cluster2
9162,2,4,2,4,cluster5
9163,2,3,1,4,cluster2
9164,2,2,2,4,cluster2
9165,2,0,9,4,cluster2
9166,2,4,2,4,cluster5
9167,2,2,2,4,cluster2
9168,2,1,9,4,cluster2
9169,2,7,2,4,cluster5
9170,2,1,2,4,cluster2
9171,2,1,1,4,cluster2
9172,2,3,2,4,cluster2
9173,2,1,1,4,cluster2
9174,2,2,2,4,cluster2
9175,2,1,2,4,cluster2
9176,2,2,2,4,cluster2
9177,2,3,2,4,cluster2
9178,2,0,9,4,cluster2
9179,2,0,2,4,cluster2
9180,2,0,2,4,cluster2
9181,2,2,1,4,cluster2
9182,2,2,2,4,cluster2
9183,2,1,2,4,cluster2
9184,2,4,2,4,cluster5
9185,2,3,1,4,cluster2
9186,2,2,1,4,cluster2
9187,2,1,1,4,cluster2
9188,2,1,2,4,cluster2
9189,2,2,1,4,cluster2
9190,2,2,2,4,cluster2
9191,2,3,2,4,cluster2
9192,2,3,2,4,cluster2
9193,2,3,1,4,cluster2
9194,2,2,2,4,cluster2
9195,2,0,2,4,cluster2
9196,2,2,1,4,cluster2
9197,2,2,1,4,cluster2
9198,2,7,1,4,cluster5
9199,2,1,1,4,cluster2
9200,2,2,2,4,cluster2
9201,2,2,1,4,cluster2
9202,2,0,2,4,cluster2
9203,2,1,1,4,cluster2
9204,2,1,2,4,cluster2
9205,2,1,2,4,cluster2
9206,2,0,9,4,cluster2
9207,2,0,2,4,cluster2
9208,2,1,2,4,cluster2
9209,2,2,1,4,cluster2
9210,2,2,2,4,cluster2
9211,2,1,9,4,cluster2
9212,2,1,2,4,cluster2
9213,2,3,2,4,cluster2
9214,2,1,1,4,cluster2
9215,2,1,2,4,cluster2
9216,2,2,2,4,cluster2
9217,2,2,2,4,cluster2
9218,2,3,2,4,cluster2
9219,2,0,9,4,cluster2
9220,2,0,9,4,cluster2
9221,2,1,2,4,cluster2
9222,2,1,2,4,cluster2
9223,2,2,2,4,cluster2
9224,2,3,2,4,cluster2
9225,2,0,2,4,cluster2
9226,2,2,1,4,cluster2
9227,2,0,2,4,cluster2
9228,2,0,2,4,cluster2
9229,2,2,2,4,cluster2
9230,2,2,1,4,cluster2
9231,2,7,1,4,cluster5
9232,2,4,2,4,cluster5
9233,2,7,2,4,cluster5
9234,2,7,1,4,cluster5
9235,2,2,2,4,cluster2
9236,2,4,1,4,cluster5
9237,2,2,2,4,cluster2
9238,2,3,2,4,cluster2
9239,2,7,1,4,cluster5
9240,2,2,1,4,cluster2
9241,2,2,2,4,cluster2
9242,2,2,2,4,cluster2
9243,2,5,2,4,cluster5
9244,2,1,9,4,cluster2
9245,2,0,9,4,cluster2
9246,2,1,2,4,cluster2
9247,2,0,2,4,cluster2
9248,2,2,2,4,cluster2
9249,2,2,1,4,cluster2
9250,2,2,2,4,cluster2
9251,2,2,2,4,cluster2
9252,2,1,9,4,cluster2
9253,2,1,2,4,cluster2
9254,2,3,1,4,cluster2
9255,2,2,1,4,cluster2
9256,2,2,2,4,cluster2
9257,2,3,2,4,cluster2
9258,2,1,9,4,cluster2
9259,2,2,2,4,cluster2
9260,2,1,1,4,cluster2
9261,2,1,2,4,cluster2
9262,2,2,2,4,cluster2
9263,2,3,1,4,cluster2
9264,2,1,2,4,cluster2
9265,2,0,2,4,cluster2
9266,2,1,1,4,cluster2
9267,2,1,2,4,cluster2
9268,2,3,1,4,cluster2
9269,2,4,2,4,cluster5
9270,2,2,1,4,cluster2
9271,2,2,1,4,cluster2
9272,2,7,1,4,cluster5
9273,2,1,2,4,cluster2
9274,2,1,2,4,cluster2
9275,2,4,2,4,cluster5
9276,2,1,1,4,cluster2
9277,2,2,2,4,cluster2
9278,2,2,2,4,cluster2
9279,2,2,1,4,cluster2
9280,2,1,2,4,cluster2
9281,2,2,1,4,cluster2
9282,2,0,1,4,cluster2
9283,2,2,2,4,cluster2
9284,2,0,2,4,cluster2
9285,2,1,2,4,cluster2
9286,2,0,9,4,cluster2
9287,2,1,1,4,cluster2
9288,2,0,2,4,cluster2
9289,2,1,1,4,cluster2
9290,2,2,1,4,cluster2
9291,2,1,2,4,cluster2
9292,2,0,1,4,cluster2
9293,2,3,1,4,cluster2
9294,2,1,1,4,cluster2
9295,2,1,2,4,cluster2
9296,2,0,2,4,cluster2
9297,2,1,1,4,cluster2
9298,2,1,2,4,cluster2
9299,2,2,2,4,cluster2
9300,2,1,2,4,cluster2
9301,2,0,1,4,cluster2
9302,2,2,2,4,cluster2
9303,2,1,1,4,cluster2
9304,2,4,2,4,cluster5
9305,2,1,9,4,cluster2
9306,1,4,2,5,cluster2
9307,1,2,1,5,cluster2
9308,1,3,2,5,cluster2
9309,1,2,2,5,cluster2
9310,1,0,9,5,cluster2
9311,1,3,2,5,cluster2
9312,1,3,1,5,cluster2
9313,1,4,1,5,cluster2
9314,1,2,2,5,cluster2
9315,1,1,1,5,cluster2
9316,1,2,2,5,cluster2
9317,1,4,1,5,cluster2
9318,1,1,1,5,cluster2
9319,1,7,1,5,cluster5
9320,1,4,2,5,cluster2
9321,1,8,1,5,cluster5
9322,1,7,2,5,cluster5
9323,1,1,2,5,cluster2
9324,1,2,2,5,cluster2
9325,1,3,1,5,cluster2
9326,1,7,1,5,cluster5
9327,1,2,2,5,cluster2
9328,1,2,2,5,cluster2
9329,1,7,1,5,cluster5
9330,1,2,2,5,cluster2
9331,1,2,1,5,cluster2
9332,1,3,2,5,cluster2
9333,1,2,2,5,cluster2
9334,1,1,2,5,cluster2
9335,1,2,1,5,cluster2
9336,1,3,2,5,cluster2
9337,1,2,2,5,cluster2
9338,1,4,1,5,cluster2
9339,1,2,1,5,cluster2
9340,1,0,9,5,cluster2
9341,1,0,9,5,cluster2
9342,1,2,2,5,cluster2
9343,1,2,1,5,cluster2
9344,1,4,1,5,cluster2
9345,1,7,1,5,cluster5
9346,1,2,1,5,cluster2
9347,1,7,1,5,cluster5
9348,1,4,2,5,cluster2
9349,1,3,1,5,cluster2
9350,1,7,1,5,cluster5
9351,1,7,2,5,cluster5
9352,1,2,2,5,cluster2
9353,1,7,1,5,cluster5
9354,1,2,1,5,cluster2
9355,1,7,1,5,cluster5
9356,1,3,2,5,cluster2
9357,1,3,1,5,cluster2
9358,1,3,2,5,cluster2
9359,1,4,2,5,cluster2
9360,1,8,1,5,cluster5
9361,1,6,1,5,cluster5
9362,1,2,1,5,cluster2
9363,1,2,2,5,cluster2
9364,1,7,1,5,cluster5
9365,1,4,2,5,cluster2
9366,1,3,1,5,cluster2
9367,1,3,2,5,cluster2
9368,1,2,1,5,cluster2
9369,1,4,1,5,cluster2
9370,1,4,2,5,cluster2
9371,1,3,2,5,cluster2
9372,1,1,2,5,cluster2
9373,1,1,2,5,cluster2
9374,1,2,2,5,cluster2
9375,1,7,1,5,cluster5
9376,1,2,1,5,cluster2
9377,1,2,1,5,cluster2
9378,1,7,2,5,cluster5
9379,1,6,2,5,cluster5
9380,1,3,1,5,cluster2
9381,1,1,1,5,cluster2
9382,1,3,2,5,cluster2
9383,1,2,2,5,cluster2
9384,1,3,2,5,cluster2
9385,1,1,2,5,cluster2
9386,1,2,1,5,cluster2
9387,1,3,1,5,cluster2
9388,1,1,2,5,cluster2
9389,1,2,1,5,cluster2
9390,1,7,1,5,cluster5
9391,1,3,2,5,cluster2
9392,1,1,1,5,cluster2
9393,1,7,2,5,cluster5
9394,1,1,2,5,cluster2
9395,1,1,2,5,cluster2
9396,1,4,1,5,cluster2
9397,1,4,1,5,cluster2
9398,1,2,2,5,cluster2
9399,1,3,1,5,cluster2
9400,1,2,1,5,cluster2
9401,1,2,1,5,cluster2
9402,1,0,2,5,cluster2
9403,1,2,1,5,cluster2
9404,1,6,1,5,cluster5
9405,1,4,1,5,cluster2
9406,1,3,2,5,cluster2
9407,1,1,1,5,cluster2
9408,1,4,1,5,cluster2
9409,1,1,2,5,cluster2
9410,1,1,2,5,cluster2
9411,1,2,2,5,cluster2
9412,1,1,2,5,cluster2
9413,1,1,1,5,cluster2
9414,1,2,1,5,cluster2
9415,1,7,1,5,cluster5
9416,1,1,1,5,cluster2
9417,1,1,1,5,cluster2
9418,1,1,2,5,cluster2
9419,1,4,1,5,cluster2
9420,1,2,1,5,cluster2
9421,1,4,1,5,cluster2
9422,1,8,1,5,cluster5
9423,1,2,1,5,cluster2
9424,1,7,1,5,cluster5
9425,1,4,1,5,cluster2
9426,1,2,1,5,cluster2
9427,1,1,1,5,cluster2
9428,1,7,1,5,cluster5
9429,1,2,2,5,cluster2
9430,1,4,1,5,cluster2
9431,1,2,1,5,cluster2
9432,1,3,2,5,cluster2
9433,1,7,2,5,cluster5
9434,1,7,2,5,cluster5
9435,1,2,1,5,cluster2
9436,1,4,1,5,cluster2
9437,1,2,2,5,cluster2
9438,1,3,1,5,cluster2
9439,1,7,1,5,cluster5
9440,1,2,1,5,cluster2
9441,1,2,2,5,cluster2
9442,1,4,2,5,cluster2
9443,1,3,1,5,cluster2
9444,1,2,1,5,cluster2
9445,1,4,1,5,cluster2
9446,1,0,1,5,cluster2
9447,1,2,1,5,cluster2
9448,1,4,2,5,cluster2
9449,1,3,2,5,cluster2
9450,1,7,1,5,cluster5
9451,1,3,1,5,cluster2
9452,1,3,1,5,cluster2
9453,1,7,1,5,cluster5
9454,1,4,2,5,cluster2
9455,1,7,2,5,cluster5
9456,1,3,2,5,cluster2
9457,1,4,1,5,cluster2
9458,1,7,2,5,cluster5
9459,1,7,1,5,cluster5
9460,1,4,2,5,cluster2
9461,1,3,2,5,cluster2
9462,1,2,1,5,cluster2
9463,1,1,9,5,cluster2
9464,1,1,2,5,cluster2
9465,1,2,1,5,cluster2
9466,1,2,1,5,cluster2
9467,1,4,1,5,cluster2
9468,1,3,2,5,cluster2
9469,1,3,2,5,cluster2
9470,1,1,1,5,cluster2
9471,1,1,1,5,cluster2
9472,1,1,1,5,cluster2
9473,1,1,1,5,cluster2
9474,1,1,1,5,cluster2
9475,1,1,2,5,cluster2
9476,1,1,2,5,cluster2
9477,1,2,1,5,cluster2
9478,1,1,1,5,cluster2
9479,1,1,2,5,cluster2
9480,1,2,2,5,cluster2
9481,1,2,2,5,cluster2
9482,1,7,1,5,cluster5
9483,1,4,1,5,cluster2
9484,1,1,9,5,cluster2
9485,1,2,1,5,cluster2
9486,1,8,1,5,cluster5
9487,1,3,2,5,cluster2
9488,1,5,1,5,cluster5
9489,1,4,2,5,cluster2
9490,1,0,9,5,cluster2
9491,1,1,2,5,cluster2
9492,1,2,2,5,cluster2
9493,1,2,2,5,cluster2
9494,1,2,2,5,cluster2
9495,1,7,1,5,cluster5
9496,1,2,2,5,cluster2
9497,1,1,1,5,cluster2
9498,1,4,2,5,cluster2
9499,1,2,1,5,cluster2
9500,1,2,1,5,cluster2
9501,1,3,1,5,cluster2
9502,1,4,2,5,cluster2
9503,1,3,2,5,cluster2
9504,1,1,1,5,cluster2
9505,1,3,1,5,cluster2
9506,1,4,1,5,cluster2
9507,1,0,1,5,cluster2
9508,1,0,2,5,cluster2
9509,1,3,1,5,cluster2
9510,1,3,1,5,cluster2
9511,1,2,2,5,cluster2
9512,1,1,1,5,cluster2
9513,1,4,2,5,cluster2
9514,1,4,2,5,cluster2
9515,1,3,2,5,cluster2
9516,1,0,9,5,cluster2
9517,1,0,2,5,cluster2
9518,1,1,1,5,cluster2
9519,1,6,2,5,cluster5
9520,1,3,1,5,cluster2
9521,1,3,1,5,cluster2
9522,1,2,1,5,cluster2
9523,1,3,1,5,cluster2
9524,1,2,1,5,cluster2
9525,1,4,2,5,cluster2
9526,1,3,2,5,cluster2
9527,1,2,2,5,cluster2
9528,1,1,2,5,cluster2
9529,1,2,2,5,cluster2
9530,1,2,2,5,cluster2
9531,1,7,2,5,cluster5
9532,1,4,2,5,cluster2
9533,1,4,2,5,cluster2
9534,1,4,1,5,cluster2
9535,1,7,1,5,cluster5
9536,1,3,2,5,cluster2
9537,1,3,1,5,cluster2
9538,1,0,1,5,cluster2
9539,1,4,1,5,cluster2
9540,1,3,1,5,cluster2
9541,1,7,1,5,cluster5
9542,1,1,1,5,cluster2
9543,1,2,1,5,cluster2
9544,1,1,2,5,cluster2
9545,1,7,1,5,cluster5
9546,1,1,2,5,cluster2
9547,1,4,1,5,cluster2
9548,1,1,1,5,cluster2
9549,1,1,2,5,cluster2
9550,1,0,2,5,cluster2
9551,1,1,1,5,cluster2
9552,1,1,2,5,cluster2
9553,1,3,1,5,cluster2
9554,1,2,2,5,cluster2
9555,1,1,2,5,cluster2
9556,1,2,1,5,cluster2
9557,1,1,2,5,cluster2
9558,1,1,2,5,cluster2
9559,1,4,1,5,cluster2
9560,1,2,1,5,cluster2
9561,1,1,2,5,cluster2
9562,1,2,2,5,cluster2
9563,1,1,1,5,cluster2
9564,1,0,2,5,cluster2
9565,1,2,2,5,cluster2
9566,1,2,1,5,cluster2
9567,1,2,2,5,cluster2
9568,1,1,9,5,cluster2
9569,1,0,1,5,cluster2
9570,1,1,1,5,cluster2
9571,1,2,2,5,cluster2
9572,1,0,2,5,cluster2
9573,1,2,1,5,cluster2
9574,1,1,2,5,cluster2
9575,1,7,1,5,cluster5
9576,1,2,1,5,cluster2
9577,1,3,2,5,cluster2
9578,1,0,2,5,cluster2
9579,1,1,2,5,cluster2
9580,1,3,2,5,cluster2
9581,1,1,1,5,cluster2
9582,1,3,2,5,cluster2
9583,1,2,1,5,cluster2
9584,1,3,1,5,cluster2
9585,1,7,1,5,cluster5
9586,1,7,2,5,cluster5
9587,1,7,2,5,cluster5
9588,1,3,2,5,cluster2
9589,1,2,2,5,cluster2
9590,1,2,2,5,cluster2
9591,1,1,2,5,cluster2
9592,1,3,2,5,cluster2
9593,1,3,2,5,cluster2
9594,1,0,2,5,cluster2
9595,1,0,1,5,cluster2
9596,1,0,2,5,cluster2
9597,1,1,1,5,cluster2
9598,1,1,2,5,cluster2
9599,1,2,2,5,cluster2
9600,1,1,2,5,cluster2
9601,1,2,2,5,cluster2
9602,1,1,1,5,cluster2
9603,1,3,1,5,cluster2
9604,1,1,9,5,cluster2
9605,1,1,1,5,cluster2
9606,1,3,2,5,cluster2
9607,1,1,2,5,cluster2
9608,1,2,1,5,cluster2
9609,1,3,2,5,cluster2
9610,1,2,1,5,cluster2
9611,1,2,2,5,cluster2
9612,1,4,2,5,cluster2
9613,1,2,2,5,cluster2
9614,1,3,1,5,cluster2
9615,1,1,2,5,cluster2
9616,1,2,1,5,cluster2
9617,1,1,1,5,cluster2
9618,1,4,1,5,cluster2
9619,1,2,1,5,cluster2
9620,1,2,2,5,cluster2
9621,1,2,1,5,cluster2
9622,1,2,1,5,cluster2
9623,1,1,1,5,cluster2
9624,1,2,2,5,cluster2
9625,1,6,2,5,cluster5
9626,1,3,1,5,cluster2
9627,1,2,1,5,cluster2
9628,1,1,1,5,cluster2
9629,1,0,2,5,cluster2
9630,1,2,1,5,cluster2
9631,1,1,1,5,cluster2
9632,1,1,1,5,cluster2
9633,1,3,1,5,cluster2
9634,1,2,1,5,cluster2
9635,1,3,1,5,cluster2
9636,1,1,2,5,cluster2
9637,1,7,1,5,cluster5
9638,1,7,2,5,cluster5
9639,1,1,2,5,cluster2
9640,1,2,2,5,cluster2
9641,1,2,2,5,cluster2
9642,1,1,2,5,cluster2
9643,1,0,2,5,cluster2
9644,1,0,2,5,cluster2
9645,1,2,1,5,cluster2
9646,1,2,2,5,cluster2
9647,1,3,1,5,cluster2
9648,1,1,2,5,cluster2
9649,1,2,1,5,cluster2
9650,1,2,1,5,cluster2
9651,1,2,2,5,cluster2
9652,1,2,1,5,cluster2
9653,1,2,2,5,cluster2
9654,1,0,2,5,cluster2
9655,1,0,2,5,cluster2
9656,1,1,2,5,cluster2
9657,1,7,2,5,cluster5
9658,1,3,2,5,cluster2
9659,1,0,9,5,cluster2
9660,1,2,2,5,cluster2
9661,1,0,2,5,cluster2
9662,1,1,2,5,cluster2
9663,1,1,2,5,cluster2
9664,1,2,2,5,cluster2
9665,1,3,1,5,cluster2
9666,1,2,2,5,cluster2
9667,1,2,2,5,cluster2
9668,1,3,2,5,cluster2
9669,1,4,1,5,cluster2
9670,1,4,2,5,cluster2
9671,1,7,2,5,cluster5
9672,1,7,1,5,cluster5
9673,1,3,1,5,cluster2
9674,1,3,1,5,cluster2
9675,1,0,2,5,cluster2
9676,1,1,1,5,cluster2
9677,1,0,2,5,cluster2
9678,1,1,2,5,cluster2
9679,1,2,1,5,cluster2
9680,1,1,1,5,cluster2
9681,1,7,2,5,cluster5
9682,1,4,1,5,cluster2
9683,1,2,1,5,cluster2
9684,1,4,1,5,cluster2
9685,1,3,2,5,cluster2
9686,1,6,1,5,cluster5
9687,1,2,1,5,cluster2
9688,1,2,1,5,cluster2
9689,1,4,2,5,cluster2
9690,1,1,1,5,cluster2
9691,1,0,9,5,cluster2
9692,1,2,1,5,cluster2
9693,1,2,1,5,cluster2
9694,1,3,2,5,cluster2
9695,1,1,2,5,cluster2
9696,1,1,9,5,cluster2
9697,1,2,1,5,cluster2
9698,1,2,2,5,cluster2
9699,1,4,2,5,cluster2
9700,1,1,2,5,cluster2
9701,1,0,2,5,cluster2
9702,1,4,1,5,cluster2
9703,1,1,9,5,cluster2
9704,1,1,9,5,cluster2
9705,1,0,9,5,cluster2
9706,1,3,2,5,cluster2
9707,1,3,1,5,cluster2
9708,1,1,2,5,cluster2
9709,1,0,9,5,cluster2
9710,1,1,1,5,cluster2
9711,1,4,2,5,cluster2
9712,1,1,9,5,cluster2
9713,1,4,2,5,cluster2
9714,1,2,1,5,cluster2
9715,1,7,1,5,cluster5
9716,1,0,9,5,cluster2
9717,1,0,2,5,cluster2
9718,1,3,2,5,cluster2
9719,1,1,1,5,cluster2
9720,1,1,2,5,cluster2
9721,1,3,2,5,cluster2
9722,1,2,2,5,cluster2
9723,1,2,1,5,cluster2
9724,1,2,1,5,cluster2
9725,1,2,2,5,cluster2
9726,1,3,2,5,cluster2
9727,1,1,2,5,cluster2
9728,1,4,2,5,cluster2
9729,1,2,1,5,cluster2
9730,1,1,2,5,cluster2
9731,1,2,1,5,cluster2
9732,1,2,1,5,cluster2
9733,1,2,1,5,cluster2
9734,1,2,1,5,cluster2
9735,1,2,1,5,cluster2
9736,1,3,1,5,cluster2
9737,1,1,2,5,cluster2
9738,1,1,2,5,cluster2
9739,1,1,9,5,cluster2
9740,1,3,2,5,cluster2
9741,1,4,2,5,cluster2
9742,1,1,9,5,cluster2
9743,1,2,2,5,cluster2
9744,1,2,1,5,cluster2
9745,1,4,2,5,cluster2
9746,1,3,1,5,cluster2
9747,1,3,1,5,cluster2
9748,1,1,1,5,cluster2
9749,1,0,2,5,cluster2
9750,1,3,1,5,cluster2
9751,1,6,1,5,cluster5
9752,1,2,1,5,cluster2
9753,1,1,2,5,cluster2
9754,1,3,1,5,cluster2
9755,1,3,2,5,cluster2
9756,1,2,1,5,cluster2
9757,1,3,1,5,cluster2
9758,1,1,1,5,cluster2
9759,1,1,2,5,cluster2
9760,1,0,2,5,cluster2
9761,1,2,1,5,cluster2
9762,1,0,2,5,cluster2
9763,1,4,1,5,cluster2
9764,1,1,1,5,cluster2
9765,1,2,2,5,cluster2
9766,1,1,1,5,cluster2
9767,1,1,2,5,cluster2
9768,1,2,1,5,cluster2
9769,1,4,1,5,cluster2
9770,1,4,1,5,cluster2
9771,1,2,1,5,cluster2
9772,1,2,2,5,cluster2
9773,1,1,2,5,cluster2
9774,1,3,1,5,cluster2
9775,1,4,1,5,cluster2
9776,1,4,2,5,cluster2
9777,1,3,1,5,cluster2
9778,1,3,2,5,cluster2
9779,1,3,1,5,cluster2
9780,1,1,2,5,cluster2
9781,1,1,1,5,cluster2
9782,1,2,1,5,cluster2
9783,1,1,9,5,cluster2
9784,1,1,2,5,cluster2
9785,1,3,2,5,cluster2
9786,1,1,1,5,cluster2
9787,1,3,2,5,cluster2
9788,1,3,2,5,cluster2
9789,1,3,2,5,cluster2
9790,1,1,2,5,cluster2
9791,1,3,1,5,cluster2
9792,1,0,9,5,cluster2
9793,1,1,2,5,cluster2
9794,1,1,1,5,cluster2
9795,1,0,9,5,cluster2
9796,1,2,1,5,cluster2
9797,1,1,9,5,cluster2
9798,1,4,1,5,cluster2
9799,1,4,2,5,cluster2
9800,1,1,1,5,cluster2
9801,1,8,1,5,cluster5
9802,1,2,2,5,cluster2
9803,1,2,2,5,cluster2
9804,1,1,1,5,cluster2
9805,1,3,1,5,cluster2
9806,1,2,1,5,cluster2
9807,1,3,1,5,cluster2
9808,1,4,1,5,cluster2
9809,1,3,2,5,cluster2
9810,1,2,2,5,cluster2
9811,1,1,2,5,cluster2
9812,1,3,1,5,cluster2
9813,1,1,2,5,cluster2
9814,1,1,1,5,cluster2
9815,1,2,1,5,cluster2
9816,1,2,1,5,cluster2
9817,1,2,2,5,cluster2
9818,1,2,2,5,cluster2
9819,1,2,1,5,cluster2
9820,1,4,1,5,cluster2
9821,1,3,1,5,cluster2
9822,1,4,2,5,cluster2
9823,1,1,2,5,cluster2
9824,1,2,2,5,cluster2
9825,1,1,9,5,cluster2
9826,1,0,9,5,cluster2
9827,1,2,1,5,cluster2
9828,1,1,2,5,cluster2
9829,1,2,1,5,cluster2
9830,1,2,2,5,cluster2
9831,1,1,1,5,cluster2
9832,1,2,1,5,cluster2
9833,1,7,1,5,cluster5
9834,1,7,1,5,cluster5
9835,1,1,9,5,cluster2
9836,1,0,9,5,cluster2
9837,1,7,1,5,cluster5
9838,1,2,1,5,cluster2
9839,1,7,1,5,cluster5
9840,1,7,1,5,cluster5
9841,1,7,1,5,cluster5
9842,1,1,2,5,cluster2
9843,1,2,2,5,cluster2
9844,1,3,1,5,cluster2
9845,1,2,2,5,cluster2
9846,1,1,2,5,cluster2
9847,1,2,2,5,cluster2
9848,1,1,2,5,cluster2
9849,1,2,2,5,cluster2
9850,1,4,2,5,cluster2
9851,1,4,2,5,cluster2
9852,1,7,1,5,cluster5
9853,1,1,9,5,cluster2
9854,1,2,2,5,cluster2
9855,1,3,1,5,cluster2
9856,1,4,2,5,cluster2
9857,1,0,2,5,cluster2
9858,1,0,2,5,cluster2
9859,1,2,1,5,cluster2
9860,1,1,2,5,cluster2
9861,1,8,1,5,cluster5
9862,1,4,2,5,cluster2
9863,1,3,2,5,cluster2
9864,1,1,9,5,cluster2
9865,1,1,1,5,cluster2
9866,1,1,2,5,cluster2
9867,1,4,1,5,cluster2
9868,1,2,1,5,cluster2
9869,1,1,1,5,cluster2
9870,1,1,2,5,cluster2
9871,1,1,2,5,cluster2
9872,1,1,9,5,cluster2
9873,1,0,9,5,cluster2
9874,1,2,1,5,cluster2
9875,1,2,2,5,cluster2
9876,1,1,1,5,cluster2
9877,1,2,2,5,cluster2
9878,1,2,2,5,cluster2
9879,1,3,2,5,cluster2
9880,1,1,1,5,cluster2
9881,1,1,1,5,cluster2
9882,1,4,2,5,cluster2
9883,1,1,1,5,cluster2
9884,1,1,1,5,cluster2
9885,1,2,1,5,cluster2
9886,1,1,2,5,cluster2
9887,1,3,2,5,cluster2
9888,1,0,9,5,cluster2
9889,1,0,2,5,cluster2
9890,1,2,1,5,cluster2
9891,1,3,2,5,cluster2
9892,1,3,2,5,cluster2
9893,1,1,2,5,cluster2
9894,1,7,1,5,cluster5
9895,1,1,1,5,cluster2
9896,1,2,2,5,cluster2
9897,1,1,2,5,cluster2
9898,1,2,2,5,cluster2
9899,1,2,2,5,cluster2
9900,1,6,2,5,cluster5
9901,1,2,1,5,cluster2
9902,1,2,2,5,cluster2
9903,1,0,2,5,cluster2
9904,1,1,2,5,cluster2
9905,1,2,1,5,cluster2
9906,1,2,2,5,cluster2
9907,1,1,2,5,cluster2
9908,1,1,2,5,cluster2
9909,1,7,1,5,cluster5
9910,2,2,2,5,cluster2
9911,2,2,2,5,cluster2
9912,2,1,2,5,cluster2
9913,2,7,1,5,cluster5
9914,2,1,2,5,cluster2
9915,2,2,2,5,cluster2
9916,2,1,1,5,cluster2
9917,2,1,2,5,cluster2
9918,2,1,2,5,cluster2
9919,2,2,1,5,cluster2
9920,2,2,1,5,cluster2
9921,2,1,1,5,cluster2
9922,2,3,1,5,cluster2
9923,2,2,1,5,cluster2
9924,2,0,2,5,cluster2
9925,2,0,2,5,cluster2
9926,2,2,2,5,cluster2
9927,2,1,2,5,cluster2
9928,2,2,2,5,cluster2
9929,2,2,1,5,cluster2
9930,2,3,2,5,cluster2
9931,2,2,1,5,cluster2
9932,2,4,2,5,cluster2
9933,2,2,1,5,cluster2
9934,2,1,2,5,cluster2
9935,2,4,2,5,cluster2
9936,2,6,1,5,cluster5
9937,2,7,1,5,cluster5
9938,2,1,9,5,cluster2
9939,2,0,9,5,cluster2
9940,2,4,2,5,cluster2
9941,2,2,1,5,cluster2
9942,2,1,2,5,cluster2
9943,2,7,1,5,cluster5
9944,2,2,2,5,cluster2
9945,2,1,2,5,cluster2
9946,2,3,2,5,cluster2
9947,2,1,2,5,cluster2
9948,2,2,1,5,cluster2
9949,2,2,2,5,cluster2
9950,2,1,9,5,cluster2
9951,2,1,2,5,cluster2
9952,2,3,1,5,cluster2
9953,2,0,2,5,cluster2
9954,2,2,1,5,cluster2
9955,2,2,2,5,cluster2
9956,2,4,1,5,cluster2
9957,2,2,2,5,cluster2
9958,2,2,1,5,cluster2
9959,2,2,2,5,cluster2
9960,2,2,2,5,cluster2
9961,2,2,1,5,cluster2
9962,2,2,1,5,cluster2
9963,2,1,9,5,cluster2
9964,2,2,2,5,cluster2
9965,2,2,1,5,cluster2
9966,2,3,2,5,cluster2
9967,2,3,2,5,cluster2
9968,2,1,9,5,cluster2
9969,2,0,9,5,cluster2
9970,2,2,2,5,cluster2
9971,2,4,1,5,cluster2
9972,2,1,1,5,cluster2
9973,2,1,2,5,cluster2
9974,2,3,1,5,cluster2
9975,2,2,2,5,cluster2
9976,2,3,2,5,cluster2
9977,2,1,2,5,cluster2
9978,2,3,1,5,cluster2
9979,2,3,2,5,cluster2
9980,2,0,2,5,cluster2
9981,2,3,2,5,cluster2
9982,2,4,2,5,cluster2
9983,2,1,2,5,cluster2
9984,2,0,2,5,cluster2
9985,2,0,1,5,cluster2
9986,2,1,1,5,cluster2
9987,2,2,2,5,cluster2
9988,2,1,1,5,cluster2
9989,2,1,2,5,cluster2
9990,2,7,1,5,cluster5
9991,2,2,1,5,cluster2
9992,2,0,2,5,cluster2
9993,2,2,1,5,cluster2
9994,2,3,2,5,cluster2
9995,2,1,1,5,cluster2
9996,2,2,1,5,cluster2
9997,2,1,1,5,cluster2
9998,2,3,2,5,cluster2
9999,2,2,1,5,cluster2
10000,2,3,2,5,cluster2
10001,2,7,1,5,cluster5
