psraid,sample,int_date,lang,form,sex,q1,live1,reg,oftvote,q2a,q2b,eminuse,intmob,snsint,home3nw,bbhome1,device1a,smart1,device1b,device1c,device1d,device1e,device1f,device1g,act112,act124,act125,act135,act126,act136,act123,act122,act137,act127,act128,sns2a,sns2b,sns2c,sns2d,sns2e,sns2f,sns2g,books1,books2a,books2b,books2c,libusea,libuseb,lib_frq,libst_frq,libapp_frq,libmob,ebk_awr,ebk_brw,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q11h,q11i,q11j,q12,q13a,q13b,q13c,q13d,q13e,q13f,q13g,q13h,q14,q15,q16a,q16b,q16c,q16d,q16e,q16f,q16g,q16h,q17a,q17b,q18a,q18b,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q19h,q19i,q19j,q20a,q20b,q20c,q20d,q20e,q20f,q21,q22,q23,q24a,q24b,q24c,q24d,q24e,q24f,age,marital,hh1,par,kidage1,kidage2,kidage3,educ2,emplnw,stud,edinst,disa,party,partyln,ideo,hisp,birth_hisp,race,inc,ql1a,qc1,zipcode,usr,cregion,state,density,weight,standwt
100189,1,31715,1,1,2,1,4,1,1,2,1,1,1,1,1,2,1,1,2,2,1, , , ,2,1,1,1,1, , , , , , , ,1,2, ,2, , ,15,1,1,2,2,2, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,1,2,2,1,1,1, , , , , ,2,2,2, , , ,1,1,2,2,2,2, , , ,42,1,2,1,0,0,1,8,1,3, ,2,3,2,3,2, ,5,98, , ,97396,S,4,41,2,2.37142857142857,.85080676821357
100190,1,31715,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1, , , ,2,1,2, , , , , ,1,2,2,2,2,1, , , ,5, , , ,20,1,2,1,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,8,2,2,2, , , , , ,1,1,1,1,1, , , ,8,2,8,1,2,2, , , ,2,2,2,27,1,3,2, , , ,6,1,2,5,2,1, ,2,2, ,1,8, , ,92675,S,4,6,5,2.77142857142857,.994316343574895
100191,1,41015,1,1,2,2,3,2, ,2,2,2,2,1,2, ,1,1,1,2,2, , , ,2,2,2,1,2, , , , , , , , , , ,1, , ,3,1,2,2,3,3, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1, , , , , ,1,1,1, , , ,2,2,2, , , , , , ,39,6,3,2, , , ,6,1,3, ,2,4,2,4,2, ,3,2, , ,89074,U,4,32,2,2.82857142857143,1.01481771148366
100196,1,31715,1,1,1,3,1,1,3,2,2,1,1,2,1,2,1,1,2,2,1, , , ,2,2,9,2,2, , , , , , , , , , , , , ,12,1,2,2,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,8,3,1,8,2,1,1,1, , , , , ,8,1,8, , , ,2,5,2,2,2,2, , , ,73,1,2,2, , , ,6,1,3, ,2,2, ,4,2, ,1,7, , ,89121,U,4,32,2,1.31428571428571,.471531461901497
100200,1,32315,1,2,2,1,3,1,1,1,1,1,1,1,1,2,1,1, , , ,1,1,1, , , , , ,1,2,1,1,1,2, , , ,3, , ,2,40,1,1,1,1,1,3,3,4,1,1,2,1,1,1, , , ,2,2,2,2,1, , , , ,2,2,2,2,2,5, , , , ,2,1,2,2,1,2,1,2, , , , , ,1,1,1,1,1, , , ,1,2,2,1,1,2, , , ,2,2,2,45,1,2,1,0,1,1,6,2,3, ,2,2, ,5,2, ,1,4, , ,95689,R,4,6,1,2.11428571428571,.758550612624147
100202,1,32315,1,2,2,2,3,1,2,2,1,1,2,2,1,2,1,2, , , ,1,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,80,1,2,1,1,1,4,4,4,2,1,2,1,2,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , ,2,2,2,1,1,2,1,1, , , , , ,2,1,2,1,1, , , ,8,2,2,2,4,2, , , ,2,2,2,60,1,3,2, , , ,8,1,3, ,2,1, ,2,2, ,1,4, , ,97048,S,4,41,1,1.05714285714286,.379275306312074
100205,1,31715,1,1,2,2,1,1,1,2,1,2,2,2, , ,2, ,2,2,2, , , , , , , , , , , , , , , , , , , , , ,3,2,2,2,2,2, , , , ,2, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,3,3,2,2,2,2,2,2, , , , , ,3,2,2, , , , , ,1,1,1,1, , , ,80,6,2,2, , , ,6,3,3, ,2,2, ,4,2, ,2,98,2, ,98144,U,4,53,4,5.57142857142857,1.99888337110417
100213,1,32315,1,2,2,2,4,1,1,2,2,1,1,2,1,8,1,1, , , ,2,2,2, , , , , ,2,2,2,2,1,2, , , , , , , ,0, , , ,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,3,1, , , , , ,1,1,2,1,1, , , ,2,2,2,3,4,2, , , ,2,2,2,69,1,2,2, , , ,3,3,3, ,2,9,2,3,2, ,1,99, , ,97739,S,4,41,1,1.48571428571429,.533035565627779
100214,1,31715,1,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2, , , ,2,2,2,2,2, , , , , , , , , , , , , ,30,1,2,2,1,3,3, , , ,1,2,1,1,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1,1,2,1,1,1, , , , , ,2,2,2, , , ,3,3,2,2,2,2, , , ,65,1,2,2, , , ,4,3,3, ,2,2, ,3,2, ,1,4, , ,99208,S,4,53,2,1.71428571428571,.615041037262822
100217,1,31715,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1, , , ,2,2,1,1,1, , , , , , , , ,3, ,3, , ,0, , , ,1,1,4,4,5,2,1,2,1,1,2,2,2,2, , , , ,1,1,2,2,2, , , , ,2,3,1,1,2,1, , , , ,1,9,1,1,2,1,1,1,1, , , , , ,3,2,2, , , ,2,5,2,2,2,2, , , ,46,1,2,1,0,0,2,6,1,3, ,2,2, ,4,2, ,1,1, , ,80210,U,4,8,5,1.8,.645793089125963
100221,1,31715,1,2,1,4,3,1,2,2,2,2,2,2, , ,1,2, , , ,2,2,2, , , , , , , , , , , , , , , , , , ,0, , , ,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,3,3,1, , , , , ,1,1,1,1,1, , , ,1,8,1, , ,2, , , , , , ,51,3,3,2, , , ,3,2,3, ,2,1, ,3,2, ,1,1, , ,85390,S,4,4,3,4.82857142857143,1.73236558829028
100236,1,31715,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1, , , ,2,1,2,1,2, , , , , , , ,3, , ,2, , ,10,1,2,1,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,8,8,3,8,2,8,1,1,8, , , , , ,2,2,2, , , ,1,1,2,2,2,2, , , ,68,1,2,2, , , ,6,3,3, ,2,3,1,2,2, ,1,7, , ,89052,U,4,32,2,1.31428571428571,.471531461901497
100239,1,31715,1,2,2,1,4,1,1,1,1,1,1,1,1,2,1,1, , , ,1,1,1, , , , , ,1,2,2,2,2,8, , , ,6, , , ,2,1,2,2,1,3,4, , , ,1,2,1,2,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,1,2,1, , , , , ,1,2,2,2,1, , , ,3,1,2,2,3,2, , , ,2,2,2,55,1,2,1,0,0,1,6,1,3, ,2,1, ,2,2, ,1,8, , ,68788,R,2,31,1,1,.358773938403313
100240,1,41015,1,1,2,2,4,1,2,2,2,1,1,2,1,2,1,1,2,9,9, , , ,2,2,1,2,2, , , , , , , , ,2, , , , ,30,1,2,2,1,2,3, , , ,1,2,1,2,2,2,1,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,1,2,3,3,1,1,3, , , , , ,3,2,3, , , ,1,2,2,2,2,2, , , ,36,1,2,1,3,3,2,4,4,3, ,2,1, ,2,2, ,1,99, , ,55325,R,2,27,1,3.17142857142857,1.13782591893622
100242,1,41115,1,1,2,2,3,2, ,2,2,2,2,2, , ,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , ,0, , , ,1,3,4, , , ,8, ,2,2,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,8,2,2,1,2,2,1,1,3, , , , , ,8,1,1, , , , , ,2,2,2,2, , , ,51,1,2,1,0,0,1,3,1,3, ,1,3,8,3,2, ,1,3, , ,52556,R,2,19,1,2.45714285714286,.881558820076711
100243,1,31715,1,2,2,2,1,2, ,2,2,2,2,2, , ,1,2, , , ,2,1,2, , , , , , , , , , , , , , , , , , ,0, , , ,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,1, , , , , ,8,1,8,8,1, , , ,2,8,1, , ,2, , , , , , ,79,5,1,2, , , ,3,3,3, ,2,3,1,8,2, ,1,1, , ,57301,R,2,46,1,1,.358773938403313
100247,1,31715,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1, , , ,2,1,8,1,1, , , , , , , ,1, , ,2, , ,4,1,2,2,1,1,4,4,4,1,1,2,1,1,1,2,2,1, , , , ,2, , , , , , , , ,1,4,2,2,2,2, , , , ,1,2,1,1,2,3,1,1,2, , , , , ,1,2,2, , , ,1,1,2,2,2,2, , , ,74,1,2,2, , , ,6,3,3, ,2,3,2,3,2, ,2,98, , ,77489,S,3,48,3,1.57142857142857,.56378761749092
100254,1,31715,1,1,1,2,3,2, ,2,2,2,1,1,2, ,1,1,2,2,2, , , ,2,2,2,1,2, , , , , , , , , , ,2, , ,0, , , ,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,1,3,1,1,1,1,1,1, , , , , ,2,3,1, , , ,2,4,2, , , , , , ,52,4,1,1,0,0,1,3,2,3, ,2,2, ,4,1,1,6,2, , ,95632,S,4,6,4,1.54285714285714,.55353693353654
100256,1,31715,1,2,2,1,3,1,1,1,2,1,2,1,1,2,1,2, , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,50,1,1,1,3,1, ,4,8,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,2,1,1,1,1, , , , , ,2,1,1,2,1, , , ,8,8,3,1,5,2, , , ,2,2,2,68,1,2,2, , , ,6,3,3, ,2,2, ,3,2, ,1,8, , ,94947,S,4,6,3,1.02857142857143,.369024622357693
100258,1,32315,1,2,2,1,3,1,1,2,2,1,1,1,1,2,1,1, , , ,1,1,1, , , , , ,2,2,2,2,2,2, , , , , , , ,3,1,2,2,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,2,4,3,3, , , , , ,1,1,2,1,1, , , ,4,4,4,2,3,2, , , ,2,2,2,47,1,3,2, , , ,3,5,3, ,2,2, ,5,2, ,1,8, , ,92071,S,4,6,3,5.57142857142857,1.99888337110417
100261,1,31715,1,2,2,2,3,1,1,2,2,2,2,2, , ,2, , , , ,2,2,2, , , , , , , , , , , , , , , , , , ,3,1,2,2,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,8,3,8, , , , , ,3,1,1,8,8, , , ,1,8,8, , ,2, , , ,2,2,2,88,3,1,2, , , ,4,3,3, ,2,2, ,2,2, ,1,98,2, ,96815,U,4,15,4,3.45714285714286,1.24033275848002
100280,1,31715,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2, ,2,2,1, , , ,2,2,2,2,2, , , , , , , , , , , , , ,97,1,2,2,1,1,2,3,4,2,1,2,1,2,2,2,2,2, , , , ,2, , , , , , , , ,2, ,1,1,2,1, , , , ,1,2,1,1,1,3,2,2,2, , , , , ,2,2,2, , , ,2,5,2,2,2,2, , , ,78,1,2,2, , , ,8,3,3, ,2,3,2,3,2, ,1,7,1, ,89117,U,4,32,2,2.71428571428571,.973814975666135
100286,1,41215,1,1,2,3,3,1,4,2,2,2,1,1,1,8,1,1,2,2,2, , , ,2,2,2,1,1, , , , , , , , , , ,1, , ,0, , , ,2,3, , , , ,2, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,8,8,3,2,1,2,1,1,2, , , , , ,8,8,8, , , ,2,2,2,2,2,2, , , ,30,6,2,1,2,2,0,3,4,3, ,2,3,8,8,2, ,1,2, , ,96021,R,4,6,1,3,1.07632181520994
100289,1,31715,1,2,2,2,2,1,1,2,2,1,2,1,1,2,1,2, , , ,1,1,2, , , , , ,2,2,2,2,2,2, , , , , , , ,50,1,2,2,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,3,1, , , , , ,1,1,2,1,1, , , ,2,2,2,3,4,2, , , ,2,2,2,59,3,1,2, , , ,5,1,3, ,2,1, ,2,2, ,1,6, , ,95628,S,4,6,4,1.71428571428571,.615041037262822
100293,1,41015,1,2,2,1,9,1,1,1,2,1,1,2,1,8,1,8, , , ,2,1,2, , , , , ,2,2,1,2,2,1, , , , , , ,3,99, , , ,1,3,1, , , ,8, ,1,2,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1, , , , , ,8,8,9,8,1, , , ,1,1,8,2,5,2, , , ,2,2,2,83,5,1,2, , , ,6,3,2,6,2,1, ,2,2, ,1,6, , ,95954,S,4,6,2,1,.358773938403313
100300,1,31815,1,2,1,3,3,1,1,2,2,1,1,1,1,2,1,1, , , ,1,1,1, , , , , ,1,2,2,1,1,1, , , ,5, , , ,8,2,1,2,1,1,4,4,5,1,1,1,1,1,2, , , ,2,2,2,2,1, , , , ,2,2,2,2,2,4, , , , ,2,1,2,2,1,2,1,1, , , , , ,1,1,2,3,1, , , ,3,3,3,1,2,2, , , ,2,2,2,41,1,2,1,0,2,2,6,1,3, ,2,1, ,2,2, ,1,3, , ,01420,S,1,25,3,3,1.07632181520994
100303,1,31815,1,1,2,2,3,1,2,2,2,1,2,2,1,2,1,2,2,2,1, , , ,2,2,2,2,2, , , , , , , , , , , , , ,10,1,2,2,1,3,4, , , ,1,2,1,1,1,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,8,2,3,1,2,2,1,1,4, , , , , ,8,1,2, , , ,4,4,2,2,2,2, , , ,60,1,2,2, , , ,4,1,3, ,2,2, ,3,2, ,2,4, , ,27713,U,3,37,4,2.65714285714286,.953313607757374
100321,1,32315,1,1,2,2,3,1,2,1,1,1,1,2,1,2,1,1,2,1,1, , , ,2,2,2,2,1, , , , , , , , , , , , , ,12,1,2,2,1,1,3,3,4,1,1,2,1,2,1,2,1,2, , , , ,2, , , , , , , , ,1,4,1,1,2,1, , , , ,1,1,1,1,4,2,2,1,2, , , , , ,8,2,8, , , ,1,5,2,1,2,2, , , ,60,1,2,2, , , ,6,3,3, ,2,2, ,3,2, ,1,5, , ,32174,S,3,12,3,1.54285714285714,.55353693353654
100322,1,41015,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1, , , ,2,1,2, , , , , ,2,2,2,2,2,2, , , , , , , ,30,1,2,1,2,3, , , , ,2, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,2,2,3,1, , , , , ,1,1,1,1,1, , , ,1,1,2,2,2,2, , , ,2,2,2,63,1,2,2, , , ,6,3,3, ,2,3,8,3,2, ,1,99, , ,07458,S,1,34,5,1.34285714285714,.481782145855877
100328,1,31815,1,1,1,1,4,1,3,2,2,1,2,2,1,8,1,2,2,2,1, , , ,2,2,2,2,2, , , , , , , , , , , , , ,3,1,1,2,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,3,8,1,8,2,2,8, , , , , ,3,3,8, , , ,4,4,2,2,2,2, , , ,82,1,2,2, , , ,3,4,3, ,2,1, ,2,2, ,1,99, , ,16002,S,1,42,2,2.34285714285714,.84055608425919
100332,1,31815,1,2,2,2,3,2, ,2,2,1,1,1,1,2,1,1, , , ,2,2,2, , , , , ,2,2,1,2,2,1, , , , , , ,3,2,1,2,2,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,3,2, , , , , ,1,1,1,1,1, , , ,3,3,2,2,2,2, , , ,2,2,2,17,6,2,2, , , ,2,4,1,1,2,4,8,2,2, ,1,98, , ,40351,R,3,21,1,1.54285714285714,.55353693353654
100336,1,31815,1,2,2,2,3,1,2,2,1,1,2,2,2, ,1,2, , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,20,1,2,2,1,1,4,4,4,2,1,2,2,1,1, , , ,1,2,9,2,1, , , , ,1,1,2,2,2,3, , , , ,1,2,2,1,1,1,1,1, , , , , ,2,1,2,1,1, , , ,2,2,2,2,4,1, , , ,2,1,2,66,3,2,2, , , ,5,3,3, ,2,2, ,3,2, ,2,4, , ,27371,R,3,37,1,1.34285714285714,.481782145855877
100346,1,32315,1,2,1,1,2,1,4,2,2,1,1,2,1,2,1,1, , , ,2,2,2, , , , , ,1,2,1,2,2,2, , , ,6, , ,6,12,1,1,2,1,1,3,3,3,2,1,2,2,2,2, , , ,2,1,2,1,1, , , , ,2,2,8,1,2,3, , , , ,2,2,2,1,1,2,3,2, , , , , ,1,2,2,2,1, , , ,2,2,2,2,2,2, , , ,2,2,2,53,1,3,1,0,0,2,6,1,3, ,2,1, ,4,2, ,1,7, , ,48108,U,2,26,3,3.28571428571429,1.17882865475374
100350,1,31815,1,1,2,3,3,1,1,2,2,1,1,1,1,2,1,1,1,2,1, , , ,1,2,2,1,2, , , , , , ,5, , , ,6, , ,98, , , ,1,1,1,1,4,1,1,1,1,1,2,1,1,1, , , , ,1,2,1,2,2, , , , ,2,3,1,1,1,1, , , , ,1,1,1,1,2,2,1,1,1, , , , , ,1,1,1, , , ,1,2,2,2,2,1, , , ,50,6,1,2, , , ,3,1,3, ,2,1, ,2,2, ,1,6, , ,18505,U,1,42,3,3.11428571428571,1.11732455102746
100353,1,31815,1,2,2,2,1,1,2,2,2,1,1,2,1,2,1,1, , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,2,2,2,2,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,2,1,1, , , , , ,1,1,2,1,1, , , ,2,2,2,2,2,2, , , , , , ,47,3,2,2, , , ,5,4,3, ,2,2, ,3,2, ,2,3, , ,43232,U,2,39,5,3.34285714285714,1.1993300226625
100355,1,32315,1,2,2,2,1,2, ,2,2,1,1,2,2, ,1,1, , , ,1,1,2, , , , , ,2,2,2,2,2,2, , , , , , , ,2,1,1,2,1,1,3,4,8,2,1,2,1,1,1, , , ,1,2,2,2,1, , , , ,2,2,2,2,2,4, , , , ,2,2,2,1,1,1,1,1, , , , , ,1,1,2,1,1, , , ,2,8,2,3,5,1, , , ,2,2,2,65,1,2,2, , , ,3,3,3, ,2,4,8,1,2, ,2,5, , ,43211,U,2,39,5,1.65714285714286,.594539669354061
100356,1,31815,1,1,2,2,8,1,1,2,1,2,1,2,2, ,1,2,2,2,2, , , ,2,2,2,2,2, , , , , , , , , , , , , ,2,1,2,2,1,3,4, , , ,1,2,2,2,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,3,2,8,2,2,2,2,1, , , , , ,3,3,4, , , ,3,4,2,2,2,2, , , ,82,5,1,2, , , ,2,3,3, ,2,2, ,2,2, ,2,3, , ,21225,U,3,24,5,1.54285714285714,.55353693353654
100360,1,32315,1,1,2,3,9,1,4,2,2,1,1,2,1,2,1,1,2,1,1, , , ,2,2,2,2,1, , , , , , , , , , , , , ,0, , , ,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,8,8,3,8,8,8,1,1,8, , , , , ,8,8,8, , , ,2,2,2,2,2,8, , , ,51,6,2,1,1,0,0,4,1,3, ,2,4,9,1,1,2,1,5, , ,33610,S,3,12,4,2.65714285714286,.953313607757374
100369,1,31815,1,2,1,1,2,2, ,2,2,2,2,2, , ,1,2, , , ,2,2,2, , , , , , , , , , , , , , , , , , ,13,2,1,2,2,3, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,8,2,1, , , , , ,2,1,3,2,1, , , ,2,8,8, , ,2, , , ,2,2,2,90,5,6,2, , , ,6,3,3, ,1,9,9,1,2, ,1,2, , ,34109,S,3,12,2,1.74285714285714,.625291721217202
100375,1,31815,1,2,2,1,3,1,3,2,2,1,1,1,1,2,1,2, , , ,2,2,2, , , , , ,2,2,1,2,2,2, , , , , , ,2,20,2,2,2,1,3,3, , , ,8, ,2,2,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,1, , , ,2,3,2,2,3,2, , , ,2,2,2,62,1,2,2, , , ,3,3,3, ,2,2, ,4,2, ,1,4, , ,48476,R,2,26,2,2.42857142857143,.871308136122331
100377,1,31815,1,2,2,1,1,1,1,2,2,1,1,2,1,8,1,2, , , ,2,2,2, , , , , ,2,2,1,2,2,2, , , , , , ,3,20,1,2,2,1,3,3, , , ,1,2,2,1,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1, , , , , ,1,1,2,1,1, , , ,1,1,1,2,3,2, , , ,2,2,2,77,1,2,2, , , ,3,3,3, ,2,3,1,2,2, ,1,99, , ,10465,U,1,36,5,2.25714285714286,.809804032396049
100380,1,32315,1,2,2,1,3,1,1,2,2,1,2,2,1,8,1,1, , , ,2,2,2, , , , , ,2,2,1,2,2,2, , , , , , ,5,0, , , ,2,3, , , , ,1,1, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,2,2,1,1, , , , , ,2,2,8,2,1, , , ,2,8,2,3,3,2, , , ,2,2,2,66,5,2,2, , , ,3,3,3, ,2,3,2,3,2, ,1,5, , ,18419,S,1,42,1,1.57142857142857,.56378761749092
100382,1,31815,1,1,2,2,3,1,1,2,2,1,2,2,1,8,1,2,2,1,1, , , ,2,2,2,2,2, , , , , , , , , , , , , ,8,1,2,1,1,3,3, , , ,1,2,1,1,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,1,2,3,1,1,2, , , , , ,2,3,2, , , ,3,4,2,2,2,2, , , ,85,5,1,2, , , ,6,3,3, ,2,1, ,3,2, ,1,1, , ,97423,R,4,41,1,1,.358773938403313
100385,1,31815,1,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,2,2,1, , , ,1,2,2,1,1, , , , , , ,1, , , ,1, , ,0, , , ,1,3,4, , , ,8, ,1,2,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,2,1,1,1,1,2, , , , , ,2,2,2, , , ,1,1,2,2,2,2, , , ,37,1,2,1,0,1,0,6,1,3, ,2,3,2,3,2, ,1,7, , ,28262,U,3,37,4,3.34285714285714,1.1993300226625
100389,1,31815,1,1,1,2,4,1,1,2,2,1,2,2,1,2,2, ,2,2,1, , , ,2,2,2,2,2, , , , , , , , , , , , , ,0, , , ,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,8,8,3,3,8,3,1,1,2, , , , , ,8,4,8, , , ,3,4,2,2,2,2, , , ,62,1,2,2, , , ,3,3,3, ,1,1, ,3,2, ,1,6,2, ,17255,R,1,42,1,5.57142857142857,1.99888337110417
100401,1,31815,1,1,2,2,3,1,3,2,2,1,1,1,1,2,1,1,2,1,1, , , ,2,2,1,1,1, , , , , , , , ,3, ,2, , ,1,1,2,2,1,1,4,4,4,1,1,1,1,2,1,2,2,2, , , , ,2, , , , , , , , ,2, ,1,2,2,2, , , , ,2,1,2,1,1,1,1,1,1, , , , , ,3,1,1, , , ,1,1,2,2,2,2, , , ,42,1,2,1,0,2,1,6,4,3, ,2,2, ,4,2, ,1,7, , ,61489,R,2,17,1,1.91428571428571,.686795824943485
100404,1,31815,1,1,1,2,3,1,1,1,1,1,2,1,1,4,1,1,1,1,1, , , ,2,2,8,1,1, , , , , , , , , , ,5, , ,0, , , ,2,2, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,1,1,1,1,1,1, , , , , ,8,2,2, , , ,2,5,1,2,1,2, , , ,77,1,4,2, , , ,8,3,3, ,1,1, ,2,2, ,1,7, , ,47404,S,2,18,3,1.74285714285714,.625291721217202
100416,1,31815,1,1,2,2,3,1,1,2,2,2,2,2, , ,1,2,1,2,2, , , , , , , , , , , , , , , , , , , , , ,50,1,1,1,1,3,2, , , ,1,2,1,1,2,2,1,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1,1,2,2,1,2, , , , , ,2,2,1, , , , , ,1,1,1,1, , , ,84,1,2,2, , , ,4,3,3, ,2,2, ,2,2, ,1,4, , ,71667,S,3,5,1,1.62857142857143,.584288985399681
100432,1,32415,1,1,1,1,3,1,1,2,2,2,2,2, , ,2, ,2,2,2, , , , , , , , , , , , , , , , , , , , , ,0, , , ,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,8,3,1,1,2,1,1,2, , , , , ,2,2,1, , , , , ,2,2,2,2, , , ,69,6,1,2, , , ,3,3,3, ,2,1, ,2,2, ,1,7,2, ,32118,S,3,12,3,5.57142857142857,1.99888337110417
100438,1,31815,1,2,1,2,4,1,3,2,2,1,2,2,1,2,2, , , , ,1,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,2,2,2,2,2,3, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,2, , , , , ,1,1,2,1,1, , , ,2,2,2,2,5,2, , , ,2,2,2,47,6,1,2, , , ,5,3,3, ,1,3,9,4,2, ,1,2,2, ,63068,S,2,29,2,5.2,1.86562447969723
100446,1,32315,1,2,2,2,4,1,1,2,2,1,1,1,1,2,1,1, , , ,1,1,1, , , , , ,2,2,1,2,1,2, , , , , , ,1,25,1,1,2,1,1,1,2,4,1,1,2,1,2,2, , , ,2,2,2,2,1, , , , ,1,2,2,2,2,4, , , , ,2,1,2,2,1,1,1,1, , , , , ,2,1,2,1,1, , , ,2,4,4,1,1,2, , , ,2,2,2,32,1,2,1,1,1,0,6,1,3, ,2,1, ,1,2, ,1,7, , ,52576,R,2,19,1,1.6,.574038301445301
100448,1,31815,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,2,1, , , ,2,2,2,1,1, , , , , , , , , , ,3, , ,6,1,2,1,1,3,4, , , ,2, ,2,2,2,2,1,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1,1,1,1,1,1, , , , , ,4,1,2, , , ,1,2,2,2,2,2, , , ,60,1,2,2, , , ,6,1,3, ,2,2, ,2,1,1,1,9, , ,07430,S,1,34,5,1.37142857142857,.492032829810258
100466,1,31815,1,2,2,1,2,1,2,2,2,1,1,1,1,2,1,1, , , ,2,1,2, , , , , ,1,2,1,2,1,1, , , ,6, , ,2,0, , , ,1,1,3,4,4,1,2, ,1,2,1, , , ,2,2,2,2,1, , , , ,1,2,2,1,2,3, , , , ,1,1,2,1,1,2,1,1, , , , , ,1,2,2,2,1, , , ,2,1,2,2,1,2, , , ,2,2,2,20,6,4,2, , , ,4,4,1,2,2,3,1,2,2, ,1,7, , ,66207,U,2,20,4,5.05714285714286,1.81437105992532
