psraid,sample,int_date,lang,form,sex,q1,live1,reg,oftvote,q2a,q2b,eminuse,intmob,snsint,home3nw,bbhome1,device1a,smart1,device1b,device1c,device1d,device1e,device1f,device1g,act112,act124,act125,act135,act126,act136,act123,act122,act137,act127,act128,sns2a,sns2b,sns2c,sns2d,sns2e,sns2f,sns2g,books1,books2a,books2b,books2c,libusea,libuseb,lib_frq,libst_frq,libapp_frq,libmob,ebk_awr,ebk_brw,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q11h,q11i,q11j,q12,q13a,q13b,q13c,q13d,q13e,q13f,q13g,q13h,q14,q15,q16a,q16b,q16c,q16d,q16e,q16f,q16g,q16h,q17a,q17b,q18a,q18b,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q19h,q19i,q19j,q20a,q20b,q20c,q20d,q20e,q20f,q21,q22,q23,q24a,q24b,q24c,q24d,q24e,q24f,age,marital,hh1,par,kidage1,kidage2,kidage3,educ2,emplnw,stud,edinst,disa,party,partyln,ideo,hisp,birth_hisp,race,inc,ql1a,qc1,zipcode,usr,cregion,state,density,weight,standwt
205270,2,40515,1,2,2,2,3,8, ,2,2,2,1,2,1,2, ,1, , , ,2,2,2, , , , , ,2,2,1,2,1,2, , , , , , ,6,10,1,2,2,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1, , , , , ,1,3,1,1,2, , , ,1,1,2,1,2,8, , , , , , ,16,1,2,2, , , ,1,4,3, ,2,1, ,3,2, ,2,98, ,1,58103,S,2,38,1,1.14285714285714,.410027358175215
205272,2,40515,1,2,1,2,3,1,2,2,2,1,1,1,1,2, ,1, , , ,1,1,2, , , , , ,2,2,1,1,1,2, , , , , , ,6,35,2,2,1,1,1,4,4,4,2,1,1,2,1,1, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , ,2,2,2,2,1,2,2,1, , , , , ,2,1,2,2,1, , , ,2,2,2,1,1,1, , , ,2,2,2,44,1,2,1,1,0,2,5,1,3, ,2,2, ,4,2, ,1,9, ,2,93933,S,4,6,2,4.11428571428571,1.47609848943077
205277,2,40515,1,2,1,1,4,1,2,1,1,1,1,1,1,2, ,1, , , ,1,2,2, , , , , ,2,2,1,2,1,2, , , , , , ,2,4,1,1,1,1,3,4, , , ,8, ,2,1,1, , , ,2,2,2,2,1, , , , ,1,1,2,2,2,4, , , , , , , , ,1,2,3,1, , , , , ,2,1,1,2,1, , , ,1,1,1,2,1,1, , , ,2,2,2,24,6,1,2, , , ,4,1,2,4,1,2, ,4,2, ,1,3, ,1,94970,S,4,6,3,2.45714285714286,.881558820076711
205279,2,40515,1,2,2,1,2,1,2,1,2,1,1,1,1,2, ,1, , , ,1,1,2, , , , , ,1,2,2,2,2,2, , , ,1, , , ,20,1,2,1,2,2, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,2,2,3,2, , , , , ,1,1,2,2,1, , , ,4,4,1,1,1,2, , , ,2,2,2,40,1,4,1,0,0,2,8,2,3, ,2,3,1,2,2, ,1,6, ,1,64082,S,2,29,4,2.65714285714286,.953313607757374
205281,2,40515,1,1,2,1,3,1,2,2,2,1,1,1,1,2, ,8,2,2,1, , , ,2,2,2,1,1, , , , , , , , , , ,1, , ,0, , , ,2,2, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1,1,1,1,1,1, , , , , ,1,1,1, , , ,3,3,2,2,2,2, , , ,32,1,2,1,0,1,1,3,4,3, ,1,2, ,3,1,1,1,3, ,2,60629,U,2,17,5,3.68571428571429,1.32233823011507
205285,2,40515,1,1,2,2,3,1,1,1,1,1,2,2,1,2, ,2,2,2,1, , , ,2,2,2,2,2, , , , , , , , , , , , , ,14,1,2,2,1,3,2, , , ,1,2,2,2,2,2,1,1, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,1,1,1,2,1,1,2, , , , , ,4,1,3, , , ,4,4,2,2,2,2, , , ,70,1,2,2, , , ,6,3,3, ,2,3,2,3,2, ,1,5, ,1,97526,R,4,41,1,1,.358773938403313
205290,2,41015,1,1,1,2,4,1,1,2,2,1,1,1,1,2, ,1,2,2,1, , , ,1,1,2,2,1, , , , , , ,2,2, , , , , ,5,2,2,1,2,3, , , , ,2, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,3,3,1,1,1,1,2, , , , , ,4,4,4, , , ,1,1,2,2,2,2, , , ,29,1,2,1,1,0,0,3,1,3, ,2,1, ,2,1,1,6,5, ,2,50702,U,2,19,2,1.48571428571429,.533035565627779
205292,2,41115,1,1,1,2,1,2, ,2,2,1,1,1,1,2, ,1,2,2,1, , , ,2,2,2,1,2, , , , , , , , , , ,1, , ,4,1,2,2,1,1,4,4,4,2,1,2,1,2,1,2,2,2, , , , ,1,2,1,2,2, , , , ,2,3,1,1,2,2, , , , ,1,2,3,1,2,3,2,1,3, , , , , ,3,2,3, , , ,1,1,2,2,2,2, , , ,23,6,1,2, , , ,6,4,1,2,2,4,1,2,2, ,1,7, ,2,37212,U,3,47,4,2.8,1.00456702752928
205294,2,40515,1,1,2,2,1,1,1,2,2,1,1,1,1,2, ,1,2,1,1, , , ,2,2,2,1,2, , , , , , , , , , ,2, , ,25,1,2,1,2,3, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,3,3,1,2,2,1,1,1, , , , , ,8,2,2, , , ,1,1,2,2,2,2, , , ,33,2,3,2, , , ,8,2,1,3,2,2, ,5,2, ,1,4, ,2,55104,U,2,27,5,3.42857142857143,1.23008207452564
205304,2,40515,1,1,2,3,3,1,2,2,2,1,1,1,1,2, ,1,1,1,2, , , ,2,2,2,1,1, , , , , , , , , , ,1, , ,97,1,2,1,1,1,2,4,4,1,1,2,1,1,1,2,2,2, , , , ,2, , , , , , , , ,2, ,2,1,2,1, , , , ,1,1,1,1,1,3,1,1,2, , , , , ,1,8,1, , , ,1,1,1,2,2,2, , , ,62,1,2,2, , , ,6,3,3, ,1,1, ,2,2, ,1,6, ,1,71220,R,3,22,1,1.14285714285714,.410027358175215
205305,2,40515,1,1,1,2,2,1,1,2,2,1,1,1,1,2, ,1,2,1,1, , , ,1,2,1,1,1, , , , , , ,1, ,3, ,1, , ,4,2,2,1,2,3, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,2,4,3,1,1,1,1,1,2, , , , , ,1,1,3, , , ,1,1,2,2,2,2, , , ,30,2,2,1,0,1,0,7,1,3, ,2,3,1,4,2, ,1,5, ,2,99352,U,4,53,1,1.97142857142857,.707297192852245
205310,2,40515,1,1,2,2,1,2, ,2,2,1,1,1,1,2, ,1,2,1,1, , , ,2,2,2,1,2, , , , , , , , , , ,1, , ,0, , , ,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,3,1,1,2,1,1,2, , , , , ,1,2,1, , , ,2,2,2,2,2,2, , , ,52,1,2,2, , , ,2,4,3, ,2,2, ,5,1,1,1,1, ,1,76110,U,3,48,5,2.82857142857143,1.01481771148366
205313,2,40515,1,1,2,2,3,1,3,2,2,1,1,2,1,2, ,1,1,1,1, , , ,2,2,1,2,2, , , , , , , , ,3, , , , ,20,1,1,1,2,1, ,1,1,1,1,1, , , , , , , , , , ,2, , , , , , , , ,2, ,1,1,2,2, , , , ,1,2,1,1,2,3,1,1,1, , , , , ,2,2,2, , , ,2,2,2,2,2,2, , , ,71,3,1,2, , , ,8,3,3, ,2,1, ,2,2, ,1,4, ,1,70535,R,3,22,1,1,.358773938403313
205318,2,40515,1,2,1,1,2,1,1,2,2,1,2,1,2, , ,2, , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,1,1,2,2,2,2, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,2,1, , , , , ,2,1,2,1,1, , , ,1,1,1,1,2,1, , , ,2,2,2,55,6,1,2, , , ,6,1,3, ,2,1, ,1,2, ,1,8, ,1,53132,S,2,55,5,1,.358773938403313
205326,2,40515,1,2,1,1,3,1,5,2,2,1,1,1,1,1, ,1, , , ,2,2,2, , , , , ,2,2,2,2,1,2, , , , , , , ,3,1,2,1,1,3,4, , , ,2, ,1,2,1, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,2,2,1,1, , , , , ,2,2,1,1,1, , , ,1,3,1,2,1,1, , , ,2,1,1,19,6,1,2, , , ,3,2,1,2,2,3,2,4,2, ,3,2, ,1,95121,U,4,6,4,2.65714285714286,.953313607757374
205337,2,40515,1,1,2,2,2,1,2,8,2,1,2,1,1,2, ,2,2,2,1, , , ,2,2,2,1,2, , , , , , , , , , ,3, , ,2,1,2,2,1,2,4, , , ,8, ,1,1,2,2,2,2, , , , ,2, , , , , , , , ,1,5, , , , , , , , ,2,3,3,2,2,8,1,1,3, , , , , ,3,2,3, , , ,1,3,2,2,2,2, , , ,46,1,2,1,0,0,3,8,1,3, ,2,1, ,2,2, ,1,99, ,1,92683,S,4,6,5,1.8,.645793089125963
205338,2,40515,2,2,2,1,3,2, ,2,2,2,2,2, , , ,2, , , ,2,2,2, , , , , , , , , , , , , , , , , , ,1,1,2,2,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1, , , , , ,2,1,1,1,1, , , ,1,1,1, , ,2, , , , , , ,25,1,2,1,2,0,0,3,4,3, ,2,3,8,2,1,3,1,3, ,2,93550,S,4,6,5,2.85714285714286,1.02506839543804
205344,2,40515,1,1,2,3,4,1,1,2,2,2,1,1,1,2, ,1,2,1,1, , , ,2,2,1,1,1, , , , , , , , ,5, ,1, , ,0, , , ,2,2, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,1,4, , , , , , , , ,1,2,2,1,1,3,1,1,1, , , , , ,8,2,8, , , ,1,1,1,1,2,1, , , ,55,3,1,2, , , ,3,1,3, ,2,1, ,2,2, ,5,2, ,2,86440,S,4,4,1,3.68571428571429,1.32233823011507
205346,2,40615,1,2,1,2,2,2, ,2,2,1,2,1,1,2, ,2, , , ,2,2,2, , , , , ,1,2,2,2,2,2, , , ,5, , , ,0, , , ,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,1, , , , , ,1,1,3,1,1, , , ,2,1,2,2,5,2, , , ,2,2,2,70,1,2,2, , , ,3,3,3, ,2,1, ,2,2, ,1,4, ,2,47040,S,2,18,1,2.62857142857143,.943062923802994
205348,2,40615,1,2,2,4,4,1,1,2,1,1,2,1,1,2, ,1, , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,3,2,2,1,2,3, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1, , , , , ,2,1,2,1,1, , , ,2,1,1,3,3,2, , , ,2,2,2,73,1,2,2, , , ,3,3,3, ,1,2, ,2,2, ,1,99, ,1,40109,S,3,21,2,2,.717547876806626
205364,2,41015,1,1,1,2,3,2, ,2,2,1,1,1,1,1, ,1,2,1,1, , , ,1,1,2,1,2, , , , , , ,6,3, , ,1, , ,0, , , ,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,8,3,2,1,1,1,1, , , , , ,8,4,4, , , ,8,3,2, , , , , , ,46,3,1,1,1,0,0,3,1,3, ,2,4,8,8,2, ,1,4, ,1,28012,S,3,37,3,1.85714285714286,.666294457034724
205365,2,40615,1,2,2,1,3,2, ,2,2,1,2,2,2, , ,2, , , ,2,1,2, , , , , ,2,2,2,2,2,2, , , , , , , ,5,1,2,2,1,3,2, , , ,1,2,2,1,1, , , ,2,2,2,2,1, , , , ,2,2,2,1,2,5, , , , , , , , ,1,1,1,1, , , , , ,1,1,1,1,2, , , ,2,2,8,4,2,2, , , ,2,2,2,24,6,4,2, , , ,6,4,3, ,2,3,1,3,2, ,1,1, ,2,22801,U,3,51,5,2.62857142857143,.943062923802994
205368,2,40615,1,2,2,3,1,1,1,2,2,1,1,2,1,2, ,2, , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,20,1,1,2,2,2, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,2,2,1,1, , , , , ,1,1,1,1,1, , , ,2,3,8,8,2,2, , , ,2,2,2,62,3,3,2, , , ,5,2,3, ,2,2, ,2,2, ,2,2, ,1,10456,U,1,36,5,2.94285714285714,1.05582044730118
205371,2,40615,1,1,2,2,3,1,1,1,1,1,1,1,1,2, ,1,1,1,1, , , ,2,2,2,1,2, , , , , , , , , , ,3, , ,6,1,2,1,1,3,4, , , ,1,2,2,1,1,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,1,1,3,1,1,2, , , , , ,2,2,2, , , ,2,2,2,2,2,2, , , ,58,1,2,2, , , ,4,4,3, ,2,1, ,1,2, ,1,9, ,1,47240,R,2,18,1,1.71428571428571,.615041037262822
205372,2,40615,1,2,2,2,1,1,1,2,2,1,1,2,2, , ,1, , , ,1,2,2, , , , , ,2,2,1,2,2,2, , , , , , ,1,7,1,2,2,3,3, , , , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1, , , , , ,2,2,2,1,2, , , ,1,1,1,2,1,1, , , , , , ,53,6,2,2, , , ,4,4,2,5,2,2, ,3,1,1,2,3, ,1,19143,U,1,42,5,4.97142857142857,1.78361900806218
205379,2,40615,1,2,1,4,4,1,1,2,2,1,1,1,1,2, ,2, , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,96,1,2,2,1,3,1, , , ,2, ,1,1,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,2,1,1, , , , , ,3,2,1,1,1, , , ,1,1,1,3,2,1, , , ,2,2,2,64,1,2,2, , , ,3,3,3, ,1,3,2,4,2, ,1,6, ,2,28435,S,3,37,1,2.74285714285714,.984065659620515
205387,2,40615,1,2,1,1,2,1,2,2,1,1,1,1,1,2, ,1, , , ,1,2,2, , , , , ,1,2,1,1,1,2, , , ,5, , ,3,8,2,2,1,1,1,3,4,4,1,1,1,1,1,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , ,2,2,2,2,1,2,2,1, , , , , ,1,1,1,1,1, , , ,1,3,3,1,2,2, , , ,2,2,2,36,1,2,1,2,1,0,8,1,3, ,2,2, ,3,2, ,1,9, ,2,20901,S,3,24,4,3.68571428571429,1.32233823011507
205389,2,40615,2,1,2,2,1,1,1,2,2,2,2,2, , , ,8,2,2,2, , , , , , , , , , , , , , , , , , , , , ,12,1,2,2,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,3,1,8,9,1,9,8, , , , , ,8,8,1, , , , , ,2,2,2,2, , , ,77,5,1,2, , , ,6,6,3, ,2,2, ,4,1,3,8,98, ,1,01840,S,1,25,4,1,.358773938403313
205391,2,40615,1,1,1,3,4,1,1,2,2,1,1,2,1,2, ,1,2,1,1, , , ,2,2,2,2,1, , , , , , , , , , , , , ,2,1,2,2,3,3, , , , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,3,1,1,2,1,1,3, , , , , ,2,2,4, , , ,3,3,2, , , , , , ,60,5,1,2, , , ,4,3,3, ,1,1, ,2,2, ,1,99, ,2,14551,S,1,36,2,4.51428571428572,1.6196080647921
205393,2,40615,1,2,1,1,1,1,4,1,1,1,1,1,1,2, ,1, , , ,2,1,2, , , , , ,1,1,1,1,1,1, , , ,3, ,3,6,97,1,1,1,1,1,1,1,5,1,1,1,1,1,1, , , ,1,2,2,2,1, , , , ,2,2,2,1,2,3, , , , ,1,1,1,1,1,2,1,1, , , , , ,3,2,1,1,1, , , ,3,3,2,2,2,1, , , ,1,1,2,22,6,2,2, , , ,6,4,1,3,1,4,2,5,2, ,1,1, ,2,14607,S,1,36,4,2.88571428571429,1.03531907939242
205396,2,40615,1,1,2,1,1,1,2,2,2,1,1,1,1,2, ,1,1,1,1, , , ,2,2,2,1,2, , , , , , , , , , ,6, , ,20,1,2,1,1,3,4, , , ,8, ,2,1,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,2,1,1,1,1,1,2, , , , , ,3,3,2, , , ,1,3,2,2,2,2, , , ,54,1,4,2, , , ,8,3,3, ,2,1, ,3,2, ,1,7, ,1,15213,U,1,42,4,2.68571428571429,.963564291711754
205398,2,40615,1,2,2,1,3,1,4,2,2,1,1,1,1,2, ,1, , , ,1,1,2, , , , , ,2,2,2,1,2,2, , , , , , , ,1,2,2,1,1,2,4, , , ,8, ,2,2,2, , , ,2,2,2,2,1, , , , ,2,2,2,2,2,2, , , , , , , , ,1,1,2,1, , , , , ,1,1,2,1,1, , , ,2,2,1,1,2,2, , , ,2,2,2,29,6,2,2, , , ,3,1,3, ,2,1, ,3,2, ,1,2, ,2,13626,R,1,36,1,3.45714285714286,1.24033275848002
205401,2,40615,1,2,2,1,4,1,1,2,2,1,1,1,1,2, ,1, , , ,1,1,2, , , , , ,2,2,1,2,2,2, , , , , , ,2,50,1,2,2,1,1,1,3,4,1,8, ,1,1,1, , , ,2,2,2,1,2, , , , , , , , ,2, , , , , ,1,2,1,2,1,1,1,1, , , , , ,2,1,2,2,1, , , ,2,3,2,4,4,1, , , ,2,2,2,50,1,3,2, , , ,5,4,3, ,1,2, ,3,2, ,9,5, ,1,10990,S,1,36,3,5.57142857142857,1.99888337110417
205405,2,40615,1,2,2,1,1,1,1,1,2,1,1,1,1,2, ,1, , , ,2,2,2, , , , , ,2,2,1,2,1,1, , , , , , ,1,30,1,2,1,1,1,1,1,5,2,1,2,2,1,1, , , ,2,1,2,1,1, , , , ,2,1,1,1,2,4, , , , ,1,2,1,1,1,1,1,1, , , , , ,1,1,1,1,1, , , ,3,3,1,1,1,2, , , ,2,2,2,22,6,3,2, , , ,3,1,1,2,2,5,1,2,2, ,1,99, ,2,79415,U,3,48,2,3.57142857142857,1.28133549429755
205406,2,40615,1,1,1,2,4,2, ,2,2,1,1,1,1,2, ,1,2,1,1, , , ,1,2,2,1,1, , , , , , ,1, , , ,1, , ,2,1,2,1,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,3,2,1,1,1,1,3, , , , , ,3,3,3, , , ,2,2,2,2,2,2, , , ,33,1,2,2, , , ,6,1,2,2,2,3,2,3,2, ,1,7, ,2,21673,R,3,24,2,2.51428571428571,.902060187985472
205410,2,40615,1,1,1,2,3,1,2,2,2,1,1,1,1,1, ,1,2,2,1, , , ,2,2,2,1,1, , , , , , , , , , ,2, , ,30,1,2,2,1,1,2,3,4,1,1,2,1,1,1,2,2,2, , , , ,1,2,1,2,2, , , , ,2,3,1,1,2,2, , , , ,1,2,2,2,1,1,1,1,1, , , , , ,2,2,2, , , ,2,2,2,2,2,2, , , ,19,6,3,2, , , ,3,4,1,1,2,3,2,3,2, ,4,3, ,2,33919,S,3,12,3,2.8,1.00456702752928
205414,2,40615,1,1,1,1,3,1,1,1,2,1,1,2,1,2, ,1,1,2,1, , , ,2,2,2,1,2, , , , , , , , , , ,2, , ,24,1,1,1,1,1,3,4,4,2,2, ,2,2,2,2,1,1, , , , ,2, , , , , , , , ,2, ,2,2,2,2, , , , ,1,2,2,1,2,1,1,1,2, , , , , ,2,2,2, , , ,2,2,2,2,2,2, , , ,73,1,2,2, , , ,6,1,3, ,2,1, ,2,2, ,1,8, ,1,22066,S,3,51,5,1.85714285714286,.666294457034724
205416,2,40615,1,2,2,2,1,1,2,2,2,2,2,2, , , ,2, , , ,2,2,2, , , , , , , , , , , , , , , , , , ,50,1,2,2,1,3,2, , , ,8, ,1,2,1, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,8,2,1,1, , , , , ,2,2,1,1,1, , , ,2,8,2, , ,1, , , ,2,2,2,59,5,1,2, , , ,6,3,3, ,1,2, ,4,2, ,1,2, ,2,10452,U,1,36,5,1.8,.645793089125963
205429,2,40715,1,1,1,1,3,2, ,2,2,1,1,1,1,2, ,1,2,1,1, , , ,1,1,1,1,1, , , , , , ,1,1,1, ,1, , ,16,1,2,2,1,3,3, , , ,2, ,2,2,1,2,2,2, , , , ,1,1,1,1,1, , , , ,1,4, , , , , , , , ,1,4,2,2,3,1,1,1,1, , , , , ,4,4,1, , , ,4,4,1,1,1,1, , , ,36,2,4,1,1,2,1,2,4,3, ,2,2, ,3,2, ,1,5, ,2,32708,S,3,12,4,5.57142857142857,1.99888337110417
205436,2,40715,1,2,1,1,2,1,4,2,1,1,1,1,1,2, ,1, , , ,1,2,1, , , , , ,2,2,2,2,1,2, , , , , , , ,2,1,2,1,1,3,4, , , ,2, ,2,2,2, , , ,1,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,1,2,2, , , , , ,2,1,1,1,1, , , ,2,2,2,1,1,2, , , ,1,1,2,22,6,4,2, , , ,3,4,2,4,1,3,8,2,2, ,1,7, ,2,80023,U,4,8,4,3.54285714285714,1.27108481034317
205439,2,40615,1,1,2,1,3,1,1,2,2,2,2,2, , , ,1,2,2,2, , , , , , , , , , , , , , , , , , , , , ,35,1,2,2,3,3, , , , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,3,1,2,2,1,1,2, , , , , ,3,1,1, , , , , ,2, , , , , , ,71,1,3,2, , , ,3,3,3, ,2,1, ,2,2, ,1,6, ,1,54476,S,2,55,1,2,.717547876806626
205446,2,40615,1,2,2,3,3,1,1,2,2,1,1,1,1,2, ,1, , , ,2,2,2, , , , , ,2,2,2,1,2,2, , , , , , , ,0, , , ,1,3,3, , , ,8, ,2,1,2, , , ,2,1,2,2,1, , , , ,2,2,2,2,2,4, , , , , , , , ,1,1,1,1, , , , , ,1,1,1,1,1, , , ,1,1,1,1,1,1, , , ,2,2,2,55,1,2,2, , , ,4,4,1,5,1,2, ,3,2, ,2,2, ,2,64130,U,2,29,4,2.28571428571429,.820054716350429
205449,2,40615,1,1,1,1,4,1,1,2,2,2,2,2, , , ,2,2,2,2, , , , , , , , , , , , , , , , , , , , , ,0, , , ,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,1,2,2,1,1,1, , , , , ,2,1,2, , , , , ,2, , , , , , ,75,1,2,2, , , ,2,3,3, ,2,1, ,2,2, ,1,5, ,1,13152,S,1,36,3,2.71428571428571,.973814975666135
205459,2,40615,1,1,1,2,3,1,1,2,2,1,1,1,1,2, ,1,2,2,1, , , ,1,2,2,1,1, , , , , , ,5, , , ,1, , ,0, , , ,1,1,1,1,1,1,1,2,2,1,1,2,2,2, , , , ,1,1,1,2,2, , , , ,1,4,1,2,2,2, , , , ,1,1,2,2,1,2,1,1,1, , , , , ,2,1,1, , , ,2,2,1,2,1,2, , , ,32,2,2,1,2,0,4,3,1,3, ,2,3,1,2,2, ,2,3, ,2,70364,U,3,22,1,2.05714285714286,.738049244715386
205466,2,40615,1,1,2,2,3,1,2,2,2,1,1,1,1,2, ,1,2,2,1, , , ,2,2,2,1,2, , , , , , , , , , ,2, , ,3,1,2,2,2,3, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,3,1,1,2,1,1,3, , , , , ,2,2,2, , , ,1,2,2,2,2,2, , , ,52,1,2,2, , , ,3,1,3, ,2,1, ,2,2, ,1,7, ,1,14225,S,1,36,3,4.65714285714286,1.670861484564
205467,2,40615,1,1,2,1,2,1,1,2,2,1,1,1,1,2, ,1,1,1,1, , , ,1,1,1,1,1, , , , , , ,6,5,6, ,1, , ,20,2,2,2,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,3,3,2,1,3,1,1,1, , , , , ,4,4,4, , , ,1,1,2,2,2,2, , , ,62,1,2,2, , , ,8,3,3, ,1,1, ,3,2, ,1,4, ,2,37072,S,3,47,4,2.37142857142857,.85080676821357
205468,2,40615,1,1,1,2,3,2, ,2,2,1,1,1,1,2, ,1,2,1,1, , , ,1,2,2,1,1, , , , , , ,2, , , ,2, , ,0, , , ,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,2,3,3,1,1,1,1,1,1, , , , , ,3,3,3, , , ,2,2,2,2,2,2, , , ,34,1,3,1,1,0,0,3,4,3, ,2,1, ,2,2, ,1,6, ,2,67601,R,2,20,1,2.2,.789302664487288
205473,2,40615,1,2,1,2,3,2, ,2,1,1,1,1,1,2, ,1, , , ,1,1,1, , , , , ,2,1,2,2,1,1, , , , , ,6, ,5,1,2,2,1,1,4,4,4,2,2, ,2,2,1, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , ,2,2,2,2,1,1,3,1, , , , , ,1,3,2,1,2, , , ,2,2,3,1,1,1, , , ,2,2,2,19,6,3,2, , , ,4,4,1,2,2,3,9,4,1,3,1,99, ,1,48130,S,2,26,3,2.51428571428571,.902060187985472
205477,2,40615,1,2,1,1,2,1,2,2,2,1,1,1,1,2, ,1, , , ,1,1,2, , , , , ,2,2,2,2,1,2, , , , , , , ,0, , , ,1,3,4, , , ,8, ,2,2,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,8,2,3,2, , , , , ,1,1,1,1,1, , , ,2,2,2,1,1,1, , , ,2,2,2,30,1,2,1,1,2,0,4,1,3, ,2,1, ,2,2, ,1,8, ,1,63128,S,2,29,4,3.57142857142857,1.28133549429755
205480,2,40615,1,2,1,3,3,1,1,2,1,1,1,1,1,2, ,1, , , ,1,1,1, , , , , ,1,2,2,2,2,2, , , ,1, , , ,97,1,2,1,1,3,4, , , ,8, ,2,1,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,2,8,3,2, , , , , ,2,2,3,3,3, , , ,3,4,4,2,1,1, , , ,2,2,2,38,3,3,2, , , ,7,1,3, ,2,3,9,2,2, ,1,9, ,2,32405,U,3,12,2,3.4,1.21983139057126
205485,2,40615,2,2,2,2,1,2, ,2,1,2,1,1,1,1, ,8, , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,0, , , ,3,3, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1, , , , , ,1,1,1,1,1, , , ,1,1,1,1,3,1, , , , , , ,32,4,1,1,0,0,2,1,1,3, ,2,3,8,4,1,3,1,1, ,2,91402,U,4,6,5,2.85714285714286,1.02506839543804
205487,2,40615,1,2,1,1,2,1,3,2,2,1,1,1,1,2, ,1, , , ,1,1,2, , , , , ,1,2,2,2,2,2, , , ,1, , , ,5,1,1,2,1,3,3, , , ,1,2,1,2,2, , , ,2,2,2,2,1, , , , ,2,2,2,1,2,3, , , , , , , , ,1,2,1,1, , , , , ,1,1,1,1,2, , , ,2,2,2,1,2,2, , , ,2,2,2,44,1,3,1,1,0,2,6,1,3, ,2,2, ,3,2, ,1,9, ,2,14534,S,1,36,4,3.74285714285714,1.34283959802383
205488,2,40615,1,2,2,2,3,1,2,2,1,1,2,1,1,2, ,2, , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,30,1,2,2,1,1,4,4,5,2,1,2,1,1,1, , , ,2,2,2,2,1, , , , ,1,2,2,2,2,4, , , , ,2,1,1,1,1,2,2,1, , , , , ,2,2,2,2,2, , , ,1,2,1,1,4,2, , , ,2,2,2,54,1,3,2, , , ,6,4,3, ,1,2, ,4,2, ,1,7, ,2,70808,U,3,22,4,4.08571428571429,1.46584780547639
